Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2018","Chlamydia trachomatis infection, Cum 2018, flag","Chlamydia trachomatis infection, Cum 2017","Chlamydia trachomatis infection, Cum 2017, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2018","Coccidioidomycosis, Cum 2018, flag","Coccidioidomycosis, Cum 2017","Coccidioidomycosis, Cum 2017, flag",Location 1,Location 2
MAINE,2018,44,,-,79,,142,,3101,,3805,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
NEW ENGLAND,2018,44,70,,873,,1252,,35563,,54491,,,-,0,,2,,5,,3,,,
WEST VIRGINIA,2018,44,,-,68,,113,,2941,,3563,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2018,44,1154,,806,,1425,,35145,,36133,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
AMER. SAMOA,2018,44,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
ARKANSAS,2018,44,,-,313,,645,,8832,,13286,,,-,0,,2,,4,,4,,"ARKANSAS
(34.748745, -92.275105)",
MONTANA,2018,44,81,,96,,153,,4225,,3789,,,-,0,,2,,18,,13,,"MONTANA
(47.062617, -109.430168)",
VERMONT,2018,44,,-,15,,53,,574,,1556,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2018,44,332,,916,,1193,,39188,,43076,,,-,1,,3,,27,,18,,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2018,44,,-,522,,903,,22091,,25681,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
INDIANA,2018,44,265,,651,,850,,28446,,29122,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
OHIO,2018,44,650,,1191,,1325,,51319,,52399,,,-,0,,5,,21,,19,,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2018,44,940,,1101,,1296,,47727,,48184,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
UTAH,2018,44,,-,201,,248,,8586,,8674,,,-,0,,4,,4,,64,,"UTAH
(39.359772, -111.584173)",
ARIZONA,2018,44,733,,811,,1390,,34256,,33058,,,-,148,,314,,6382,,4924,,"ARIZONA
(34.869712, -111.760902)",
MOUNTAIN,2018,44,1720,,2395,,2959,,103148,,101109,,,-,151,,319,,6464,,5165,,,
C.N.M.I.,2018,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ILLINOIS,2018,44,59,,1338,,1591,,50691,,64660,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2018,44,3435,,3006,,4984,,128718,,127346,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2018,44,62,,674,,1036,,27475,,27044,,,-,0,,1,,4,,8,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2018,44,,-,107,,302,,4885,,4621,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEBRASKA,2018,44,87,,160,,250,,6766,,7275,,,-,0,,1,,4,,4,,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2018,44,434,,1129,,1468,,44973,,55683,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
E.N. CENTRAL,2018,44,1690,,4593,,5466,,192470,,212660,,,-,1,,5,,53,,46,,,
PUERTO RICO,2018,44,153,,110,,244,,5129,,5349,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2018,45,,-,916,,1193,,39188,,44072,,,-,1,,3,,28,,18,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2018,45,694,,648,,1082,,27539,,28058,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
PACIFIC,2018,45,1749,,5532,,6567,,243964,,245749,,2,,125,,252,,5514,,5515,,,
E.S. CENTRAL,2018,45,217,,1930,,2482,,81179,,91301,,,-,0,,0,,,-,1,,,
W.N. CENTRAL,2018,45,652,,1977,,2262,,86018,,87081,,,-,2,,9,,71,,86,,,
E.N. CENTRAL,2018,45,639,,4569,,5466,,194853,,217501,,,-,1,,5,,54,,48,,,
MASSACHUSETTS,2018,45,,-,590,,680,,24537,,25478,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
ALABAMA,2018,45,,-,522,,859,,23085,,26267,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2018,45,427,,1131,,1468,,46405,,56950,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2018,45,326,,547,,652,,23342,,23982,,,-,0,,1,,2,,9,,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2018,45,109,,112,,244,,5252,,5379,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2018,45,,-,107,,302,,4885,,4722,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2018,45,919,,1101,,1296,,48878,,49256,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
ARIZONA,2018,45,635,,807,,1390,,34906,,33829,,94,,148,,314,,6657,,5114,,"ARIZONA
(34.869712, -111.760902)",
GUAM,2018,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VIRGIN ISL.,2018,45,,-,8,,18,,277,,349,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VERMONT,2018,45,,-,15,,53,,574,,1589,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2018,45,921,,919,,2111,,40370,,37664,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEW ENGLAND,2018,45,135,,869,,1252,,35857,,55646,,,-,0,,2,,5,,4,,,
MONTANA,2018,45,76,,96,,153,,4316,,3883,,,-,0,,2,,18,,14,,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2018,45,65,,1340,,1592,,51865,,66142,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2018,45,14,,453,,529,,19289,,20524,,,-,1,,7,,40,,61,,"MINNESOTA
(46.357661, -94.793397)",
LOUISIANA,2018,45,,-,704,,839,,29786,,30203,,,-,0,,2,,10,,7,,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2018,45,43,,311,,457,,13412,,19102,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2018,45,,-,671,,1036,,27475,,27801,,,-,0,,1,,4,,8,,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2018,45,,-,116,,168,,4868,,5058,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
TEXAS,2018,45,2369,,3007,,4989,,131574,,130721,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEW YORK CITY,2018,45,761,,1402,,1602,,63084,,62850,,,N,0,,0,,,N,,N,,
CONNECTICUT,2018,45,,-,0,,234,,,U,16380,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
KENTUCKY,2018,45,,-,258,,471,,8328,,16728,,,-,0,,0,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
AMER. SAMOA,2018,45,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
INDIANA,2018,45,248,,653,,850,,29139,,29700,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
UTAH,2018,45,107,,201,,248,,8902,,8858,,,-,0,,4,,4,,64,,"UTAH
(39.359772, -111.584173)",
MISSISSIPPI,2018,45,,-,423,,671,,17889,,17874,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
DIST. OF COL.,2018,45,,-,67,,318,,3413,,7782,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH CAROLINA,2018,45,19,,1246,,1409,,50557,,55134,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2018,45,,-,270,,323,,11805,,11848,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2018,45,15,,60,,86,,2610,,2828,,,-,0,,1,,1,,5,,"NORTH DAKOTA
(47.475879, -100.121011)",
WEST VIRGINIA,2018,45,54,,69,,114,,3079,,3647,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
COLORADO,2018,45,538,,526,,951,,25114,,24049,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
OREGON,2018,45,346,,376,,459,,16679,,16096,,,-,0,,3,,11,,13,,"OREGON
(44.567912, -120.156945)",
MID. ATLANTIC,2018,45,2802,,4126,,4597,,182266,,180746,,,-,0,,0,,,-,,-,,
TENNESSEE,2018,45,217,,733,,877,,31877,,30432,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
NEBRASKA,2018,45,151,,160,,252,,6950,,7437,,,-,0,,1,,4,,4,,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2018,45,13314,,32674,,36191,,1401845,,1481972,,96,,278,,549,,12401,,11032,,,
SOUTH DAKOTA,2018,45,19,,80,,110,,3481,,3899,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
W.S. CENTRAL,2018,45,2412,,4119,,5996,,183604,,193855,,,-,0,,3,,14,,11,,,
FLORIDA,2018,45,1163,,2064,,2379,,89282,,85807,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MOUNTAIN,2018,45,1566,,2392,,2956,,105543,,103352,,94,,150,,319,,6739,,5359,,,
CALIFORNIA,2018,45,518,,4457,,4946,,193768,,190637,,2,,125,,252,,5503,,5502,,"CALIFORNIA
(37.640735, -121.002435)",
IOWA,2018,45,91,,272,,340,,12041,,12054,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2018,45,201,,682,,784,,29934,,30976,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2018,45,,-,1191,,1325,,51319,,53605,,,-,0,,5,,21,,21,,"OHIO
(40.056807, -82.405897)",
ARKANSAS,2018,45,,-,302,,645,,8832,,13829,,,-,0,,2,,4,,4,,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2018,45,885,,517,,838,,23719,,28006,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEW HAMPSHIRE,2018,45,65,,71,,116,,3251,,3961,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2018,45,38,,42,,79,,1835,,1810,,,-,0,,1,,1,,9,,"WYOMING
(43.23558, -108.110518)",
IDAHO,2018,45,,-,120,,195,,4851,,5284,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2018,45,70,,102,,532,,4394,,4344,,,-,0,,1,,4,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2018,45,,-,56,,335,,4930,,5952,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2018,45,785,,808,,1425,,35926,,36840,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
NEW MEXICO,2018,45,172,,257,,464,,11647,,11524,,,-,1,,4,,39,,19,,"NEW MEXICO
(34.520396, -106.244402)",
MAINE,2018,45,,-,77,,142,,3101,,3894,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
NEVADA,2018,45,,-,321,,436,,13972,,14115,,,-,0,,9,,20,,139,,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2018,45,362,,684,,852,,29842,,28491,,,-,1,,3,,26,,16,,"MISSOURI
(38.636168, -92.566292)",
S. ATLANTIC,2018,45,3142,,6723,,7660,,288561,,306741,,,-,0,,1,,4,,8,,,
C.N.M.I.,2018,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OKLAHOMA,2018,46,34,,320,,457,,13780,,19559,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
WASHINGTON,2018,46,548,,524,,885,,24267,,28588,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NORTH CAROLINA,2018,46,31,,1247,,1409,,52350,,56324,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2018,46,859,,1101,,1296,,49924,,50335,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
KANSAS,2018,46,112,,272,,333,,12493,,12128,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
E.N. CENTRAL,2018,46,1294,,4546,,5466,,200057,,222657,,,-,1,,5,,63,,49,,,
VIRGIN ISL.,2018,46,,-,8,,18,,277,,349,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MINNESOTA,2018,46,14,,452,,529,,19779,,20998,,,-,1,,7,,40,,65,,"MINNESOTA
(46.357661, -94.793397)",
DELAWARE,2018,46,,-,107,,302,,5163,,4803,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARIZONA,2018,46,475,,808,,1390,,35514,,34721,,30,,146,,314,,6726,,5313,,"ARIZONA
(34.869712, -111.760902)",
OHIO,2018,46,622,,1194,,1325,,53953,,54786,,,-,0,,5,,21,,21,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2018,46,901,,2074,,2379,,90961,,88186,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2018,46,,-,41,,79,,1835,,1889,,,-,0,,1,,1,,9,,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2018,46,,-,79,,110,,3481,,3985,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
TEXAS,2018,46,2604,,2986,,4990,,134540,,133574,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2018,46,,-,102,,532,,4394,,4389,,,-,0,,1,,4,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2018,46,,-,4457,,4946,,193768,,195176,,1,,124,,247,,5568,,5717,,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2018,46,184,,682,,784,,30448,,31724,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2018,46,78,,1328,,1592,,53226,,67630,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEW YORK,2018,46,863,,921,,2111,,41232,,38727,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2018,46,,-,321,,436,,14228,,14499,,,-,0,,9,,20,,143,,"NEVADA
(39.491833, -117.070159)",
S. ATLANTIC,2018,46,2892,,6747,,7660,,295649,,314296,,,-,0,,1,,4,,8,,,
NORTH DAKOTA,2018,46,,-,59,,86,,2610,,2910,,,-,0,,1,,1,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2018,46,850,,808,,1425,,36775,,37714,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
C.N.M.I.,2018,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PACIFIC,2018,46,882,,5532,,6567,,244848,,251603,,1,,124,,247,,5579,,5730,,,
GUAM,2018,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TENNESSEE,2018,46,183,,733,,877,,32060,,31272,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2018,46,334,,1129,,1468,,47417,,58292,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2018,46,51,,162,,252,,7035,,7658,,,-,0,,1,,4,,4,,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2018,46,,-,112,,244,,5252,,5429,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MAINE,2018,46,,-,76,,142,,3101,,3983,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
MONTANA,2018,46,54,,96,,153,,4376,,4036,,1,,0,,2,,22,,14,,"MONTANA
(47.062617, -109.430168)",
NEW ENGLAND,2018,46,77,,865,,1252,,35996,,56691,,,-,0,,2,,5,,4,,,
NEW MEXICO,2018,46,125,,257,,464,,11837,,11764,,,-,1,,4,,40,,19,,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2018,46,,-,201,,248,,8902,,9064,,,-,0,,4,,4,,67,,"UTAH
(39.359772, -111.584173)",
ALABAMA,2018,46,433,,520,,859,,24063,,26779,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
MICHIGAN,2018,46,,-,909,,1193,,39188,,45250,,,-,1,,3,,28,,19,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2018,46,244,,653,,850,,29773,,30438,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
COLORADO,2018,46,,-,533,,951,,25114,,24495,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
LOUISIANA,2018,46,199,,707,,839,,31221,,30992,,,-,0,,2,,10,,7,,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2018,46,334,,376,,459,,17015,,16555,,,-,0,,3,,11,,13,,"OREGON
(44.567912, -120.156945)",
DIST. OF COL.,2018,46,,-,21,,318,,3413,,7944,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
W.S. CENTRAL,2018,46,2837,,4156,,6008,,189171,,198387,,,-,0,,3,,14,,11,,,
MISSISSIPPI,2018,46,155,,424,,671,,19088,,18545,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
UNITED STATES,2018,46,12621,,32740,,36179,,1433653,,1517726,,32,,275,,549,,12549,,11460,,,
SOUTH CAROLINA,2018,46,698,,650,,1082,,28255,,28763,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
WISCONSIN,2018,46,350,,547,,652,,23917,,24553,,,-,0,,2,,11,,9,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2018,46,,-,68,,114,,3079,,3743,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2018,46,,-,587,,680,,24537,,26060,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
MOUNTAIN,2018,46,654,,2392,,2955,,106657,,105862,,31,,149,,319,,6813,,5565,,,
IDAHO,2018,46,,-,120,,195,,4851,,5394,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
HAWAII,2018,46,,-,52,,335,,4930,,6084,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2018,46,304,,684,,852,,30395,,29321,,,-,0,,3,,26,,17,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2018,46,91,,272,,340,,12313,,12343,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2018,46,,-,314,,645,,9630,,14262,,,-,0,,2,,4,,4,,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2018,46,,-,298,,578,,11917,,17187,,,-,0,,0,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2018,46,69,,71,,116,,3322,,4026,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MID. ATLANTIC,2018,46,2642,,4129,,4597,,186041,,185104,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2018,46,771,,1947,,2482,,87128,,93783,,,-,0,,0,,,-,1,,,
NEW YORK CITY,2018,46,736,,1407,,1602,,64437,,64318,,,N,0,,0,,,N,,N,,
CONNECTICUT,2018,46,,-,0,,234,,,U,16592,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
AMER. SAMOA,2018,46,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
W.N. CENTRAL,2018,46,572,,1984,,2262,,88106,,89343,,,-,1,,9,,71,,92,,,
ALASKA,2018,46,,-,116,,168,,4868,,5200,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MARYLAND,2018,46,78,,673,,1036,,28236,,28527,,,-,0,,1,,4,,8,,"MARYLAND
(39.290443, -76.612333)",
IOWA,2018,47,,-,269,,340,,12313,,12536,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2018,47,,-,650,,1082,,28255,,29152,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2018,47,,-,309,,645,,9630,,14621,,,-,0,,2,,4,,4,,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2018,47,,-,1126,,1468,,47417,,59160,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2018,47,,-,66,,114,,3079,,3783,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGIN ISL.,2018,47,,-,8,,18,,277,,349,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WASHINGTON,2018,47,,-,524,,885,,24267,,28894,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MOUNTAIN,2018,47,,-,2374,,2955,,106657,,107392,,,-,145,,319,,6813,,5767,,,
E.S. CENTRAL,2018,47,,-,1940,,2430,,87128,,95146,,,-,0,,0,,,-,1,,,
DIST. OF COL.,2018,47,,-,0,,318,,3413,,8107,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PUERTO RICO,2018,47,,-,113,,244,,5252,,5429,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
W.N. CENTRAL,2018,47,3,,1980,,2250,,88275,,90741,,,-,1,,9,,71,,96,,,
MID. ATLANTIC,2018,47,,-,4123,,4597,,186041,,188043,,,-,0,,0,,,-,,-,,
C.N.M.I.,2018,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KENTUCKY,2018,47,,-,288,,578,,11917,,17450,,,-,0,,0,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2018,47,,-,2068,,2298,,90961,,89366,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2018,47,,-,730,,877,,32060,,31737,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2018,47,,-,78,,110,,3481,,4047,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2018,47,,-,1101,,1296,,49924,,51238,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2018,47,,-,808,,1425,,36775,,38479,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2018,47,,-,1247,,1409,,52350,,57130,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2018,47,,-,0,,234,,,U,16728,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2018,47,,-,520,,859,,24063,,27172,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2018,47,,-,318,,436,,14228,,14759,,,-,0,,9,,20,,152,,"NEVADA
(39.491833, -117.070159)",
OHIO,2018,47,,-,1194,,1325,,53953,,55687,,,-,0,,5,,21,,25,,"OHIO
(40.056807, -82.405897)",
NEBRASKA,2018,47,,-,157,,252,,7035,,7737,,,-,0,,1,,4,,4,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2018,47,,-,662,,852,,30395,,29791,,,-,0,,3,,26,,19,,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2018,47,,-,257,,464,,11837,,11978,,,-,1,,4,,40,,20,,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2018,47,,-,450,,529,,19779,,21374,,,-,1,,7,,40,,67,,"MINNESOTA
(46.357661, -94.793397)",
IDAHO,2018,47,,-,120,,195,,4851,,5519,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ALASKA,2018,47,,-,115,,168,,4868,,5295,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
HAWAII,2018,47,,-,50,,335,,4930,,6185,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
GUAM,2018,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW ENGLAND,2018,47,34,,860,,1252,,36107,,57509,,,-,0,,2,,5,,4,,,
W.S. CENTRAL,2018,47,,-,4142,,6008,,189171,,200769,,,-,0,,3,,14,,11,,,
MISSISSIPPI,2018,47,,-,423,,597,,19088,,18787,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
PACIFIC,2018,47,34,,5519,,6567,,252958,,255486,,,-,124,,247,,5699,,5931,,,
ARIZONA,2018,47,,-,796,,1390,,35514,,35147,,,-,142,,314,,6726,,5503,,"ARIZONA
(34.869712, -111.760902)",
INDIANA,2018,47,,-,650,,850,,29773,,31042,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2018,47,,-,317,,445,,13780,,19818,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2018,47,,-,200,,248,,8902,,9199,,,-,0,,4,,4,,69,,"UTAH
(39.359772, -111.584173)",
NEW YORK CITY,2018,47,,-,1402,,1602,,64437,,65328,,,N,0,,0,,,N,,N,,
MASSACHUSETTS,2018,47,,-,587,,680,,24537,,26483,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
S. ATLANTIC,2018,47,,-,6724,,7660,,295649,,319146,,,-,0,,1,,4,,8,,,
LOUISIANA,2018,47,,-,705,,839,,31221,,31365,,,-,0,,2,,10,,7,,"LOUISIANA
(31.2931, -92.463284)",
NEW HAMPSHIRE,2018,47,,-,71,,116,,3322,,4103,,,-,0,,1,,1,,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2018,47,,-,107,,302,,5163,,4882,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MAINE,2018,47,,-,75,,142,,3101,,4080,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
